datetime,keyword,sn,AFP,CNN,RT,TOI,DDN,PEOPLECN
2023-07-31 23:48:39,戦場 ウクライナ 緑 軍 ロシア それぞれ 所属 将兵 2人 ワシントン 失敗 後 攻撃 ため 光,2,,https://www.cnn.co.jp/world/35207379.html?ref=rss,https://www.rt.com/russia/580616-patrushev-us-proxy-terroristm/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,,
2023-07-31 23:38:29,ウクライナ 平和 協議 開催 サウジアラビア 計画 ロシア 招待 大統領 府 イエルマーク 長官 サウジアラビア 予定,2,,https://www.cnn.co.jp/world/35207386.html?ref=rss,,https://timesofindia.indiatimes.com/world/middle-east/saudi-to-host-talks-on-ukraine-peace-plan-russia-not-invited/articleshow/102289616.cms,,
2023-07-31 20:03:45,ウクライナ ロシア 攻撃 31 中部 クリビーリフ ミサイル 6 首都 モスクワ ドローン イーホル クリメンコ 内相 2人,2,https://www.afpbb.com/articles/-/3475124,https://www.cnn.co.jp/world/35207402.html?ref=rss,,,,
2023-07-31 20:03:00,ウクライナ ロシア 攻撃 イーホル クリメンコ 内相 31 6 首都 モスクワ ドローン 中部 クリビーリフ ミサイル 死亡,2,https://www.afpbb.com/articles/-/3475124,https://www.cnn.co.jp/world/35207229.html?ref=rss,,,,
2023-07-31 18:37:21,サッカー 女子 W杯 試合 0 オーストラリア ニュージーランド 大会 31 C 日本 グループ 4 スペイン 決勝 トーナメント 1日,2,https://www.afpbb.com/articles/-/3475370,https://www.cnn.co.jp/showbiz/35207228.html?ref=rss,,,,
2023-07-31 11:54:00,サッカー 女子 W杯 オーストラリア ニュージーランド 大会 30 グループ 初 出場 試合 冬 夜 リーグ 2 ジャマイカ,2,https://www.afpbb.com/articles/-/3475526,https://www.cnn.co.jp/showbiz/35207339.html?ref=rss,,,,
2023-07-31 10:43:00,ロシア サンクトペテルブルク 30 海軍 記念 軍事 パレード プーチン 大統領 演説 ウラジーミル 開催 自国 海上 兵士 ら,2,https://www.afpbb.com/articles/-/3474987,https://www.cnn.co.jp/world/35207194.html?ref=rss,,,,
2023-07-31 10:43:00,ロシア サンクトペテルブルク 30 海軍 記念 軍事 パレード プーチン 大統領 演説 海上 兵士 ら ウラジーミル 開催 自国,2,https://www.afpbb.com/articles/-/3474952,https://www.cnn.co.jp/world/35207194.html?ref=rss,,,,
2023-07-31 09:25:48,集会 攻撃 人 以上 パキスタン 北西部 30 イスラム 政党 標的 選挙 子供 50,2,https://www.afpbb.com/articles/-/3474936,,https://www.rt.com/news/580636-isis-pakistan-suicide-bombing/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,,
2023-07-31 09:00:00,北西部 集会 人 死亡 パキスタン 30 イスラム 政党 党 自爆 44 100 パキスタン 35,3,https://www.afpbb.com/articles/-/3474936,https://www.cnn.co.jp/world/35207191.html?ref=rss,,,,http://world.people.com.cn/n1/2023/0731/c1002-40047050.html
2023-07-31 09:00:00,7 月 インフレ 率 ％ スリランカ 半分 6.3 ユーロ エリア 5.3,2,,,,,https://ddnews.gov.in/international/sri-lankas-key-inflation-rate-nearly-halved-63-july,http://world.people.com.cn/n1/2023/0731/c1002-40047555.html
2023-07-31 05:28:19,台湾 米国 援助 外務省 スポークスマン 政府 軍事 回答 提供 中国 再起動 入札,2,,,,https://timesofindia.indiatimes.com/world/china/china-us-aid-to-taiwan-wont-stop-reunifiction-bid/articleshow/102259014.cms,,http://world.people.com.cn/n1/2023/0802/c1002-40049248.html
2023-07-31 01:58:31,記事 リンク こと 米 IT 大手 メタ 旧 フェイスブック 米国 ソーシャルメディア 巨人 ドバイ 拠点 レポーター,2,,https://www.cnn.co.jp/tech/35207317.html?ref=rss,https://www.rt.com/news/580569-instagram-ban-journalist-rt-link/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,,
2023-07-31 01:58:31,記事 リンク こと 米国 ソーシャルメディア 巨人 ドバイ 拠点 レポーター 米 IT 大手 メタ 旧 フェイスブック,2,,https://www.cnn.co.jp/tech/35207317.html?ref=rss,https://www.rt.com/news/580569-instagram-ban-journalist-rt-link/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,,
