datetime,keyword,sn,AFP,CNN,RT,TOI,DDN,PEOPLECN
2023-09-09 09:00:00,"モロッコ 地震 人 北アフリカ 8 夜 マグニチュード 数 M 6.8 発生 1,000",2,,https://www.cnn.co.jp/world/35208899.html?ref=rss,,,,http://world.people.com.cn/n1/2023/0909/c1002-40074058.html
2023-09-09 09:00:00,モロッコ 6.8 地震 発生 北アフリカ 8 夜 マグニチュード 更新 写真 M 人 米 南部 マグニチュード,3,https://www.afpbb.com/articles/-/3480871,https://www.cnn.co.jp/world/35208896.html?ref=rss,,,,http://world.people.com.cn/n1/2023/0909/c1002-40073773.html
2023-09-08 13:18:00,国防総省 ウクライナ ウラン ロシア 米 7 供与 発表 劣化 弾 状況 米国 枯渇 爆弾 規定 停戦,2,,https://www.cnn.co.jp/usa/35208855.html?ref=rss,,,,http://world.people.com.cn/n1/2023/0909/c1002-40073911.html
2023-09-08 10:59:00,全米 7 女子 シングルス 準決勝 ガウフ 米国 試合 環境 活動家 中断 オープンテニス 大会 米 ニューヨーク,2,https://www.afpbb.com/articles/-/3480667,https://www.cnn.co.jp/showbiz/35208862.html?ref=rss,,,,
2023-09-08 08:16:00,攻撃 衛星 スター リンク クリミア こと ミハイル ポドリアック キエフ 使用 報告 12 発売 予定 米 実業家,2,,https://www.cnn.co.jp/usa/35208834.html?ref=rss,https://www.rt.com/news/582595-elon-musk-evil-ukraine/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,,
2023-09-08 07:55:48,北朝鮮 攻撃 潜水艦 戦術核 建造 8 戦術的 核 朝鮮中央通信 KCNA 6 最初 発射 水,4,https://www.afpbb.com/articles/-/3480730,https://www.cnn.co.jp/world/35208839.html?ref=rss,,https://timesofindia.indiatimes.com/world/rest-of-world/north-korea-launches-new-tactical-nuclear-attack-submarine/articleshow/103491033.cms,,http://world.people.com.cn/n1/2023/0908/c1002-40073446.html
2023-09-08 07:18:00,ロシア プーチン 大統領 北朝鮮 大使館 7 人事異動 取引 交渉 ウクライナ ゼレンスキー 8 軍事 エフゲニー プリゴジン,2,https://www.afpbb.com/articles/-/3480853,https://www.cnn.co.jp/world/35208885.html?ref=rss,,,,
2023-09-08 06:27:04,民主党 エリック 移民 米 ニューヨーク市 アダムズ 市長 6 市民 アダムス ため 市 財政 破滅 直面,2,https://www.afpbb.com/articles/-/3480700,,https://www.rt.com/news/582550-new-york-mayor-migrants/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,,
2023-09-08 03:13:56,ロシア 艦隊 攻撃 彼 ら ため クリミア 海軍 阻止 キエフ 衛星 ウクライナ ムスク 黒海 ブロック,2,,,https://www.rt.com/news/582543-musk-starlink-crimea-attack/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,https://timesofindia.indiatimes.com/world/europe/musk-says-blocked-ukraine-attack-on-russias-black-sea-fleet/articleshow/103505996.cms,,
2023-09-07 19:45:00,問題 中国 懸念 レモンド 米 商務 長官 7 安全 日本 大使館 核 汚染水 日本人 最初,2,,https://www.cnn.co.jp/usa/35208824.html?ref=rss,,,,http://world.people.com.cn/n1/2023/0908/c1002-40073374.html
