datetime,keyword,sn,AFP,CNN,RT,TOI,DDN,PEOPLECN
2023-05-31 07:32:00,南 シナ 海 偵察機 米 インド 太平洋 軍 30 空軍 26 上空 ワシントン 航空機 アメリカ 主張,2,https://www.afpbb.com/articles/-/3466265,,https://www.rt.com/news/577174-us-claims-dangerous-chinese-jet-intercept/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,,
2023-05-29 17:45:00,ウクライナ ロシア 軍 破壊 首都 キーウ 空 攻撃 標的 今月 31 南部 オデーサ 港 停泊 海軍,2,https://www.afpbb.com/articles/-/3466342,https://www.cnn.co.jp/world/35204454.html?ref=rss,,,,
2023-05-29 14:51:00,ウクライナ 首都 キーウ ドローン 無人 機 攻撃 ロシア 28 防空 隊長 ミサイル ポドリャク 大統領 府,2,https://www.afpbb.com/articles/-/3466109,https://www.cnn.co.jp/world/35204446.html?ref=rss,,,,
2023-05-29 14:51:00,攻撃 無人 機 政府 ロシア 米 30 モスクワ 高層 住宅 ウクライナ ポドリャク 大統領 府 長官,2,https://www.afpbb.com/articles/-/3466250,https://www.cnn.co.jp/world/35204446.html?ref=rss,,,,
2023-05-29 14:51:00,ウクライナ 大統領 攻撃 無人 機 こと 政府 ロシア ウラジーミル プーチン 30 侵攻 ポドリャク 府 長官 顧問,2,https://www.afpbb.com/articles/-/3466199,https://www.cnn.co.jp/world/35204446.html?ref=rss,,,,
2023-05-29 14:20:00,中国 旅客機 C 919 便 28 東方 航空 MU 9191 初 大型 国産 ジェット 就航 5 商用 運航,2,https://www.afpbb.com/articles/-/3466108,https://www.cnn.co.jp/business/35204441.html?ref=rss,,,,
2023-05-29 14:20:00,中国 運航 国際 空港 同 初 大型 国産 ジェット 旅客機 広東省 深圳 宝安 ところ 発着,2,https://www.afpbb.com/articles/-/3466148,https://www.cnn.co.jp/business/35204441.html?ref=rss,,,,
2023-05-29 13:45:00,イタリア ベネチア カナル グランデ 運河 28 緑 蛍光 色 北東部 ベネト州 観光都市 北部,2,https://www.afpbb.com/articles/-/3465895,https://www.cnn.co.jp/world/35204436.html?ref=rss,,,,
2023-05-29 12:23:00,イタリア ベネチア 28 カナル グランデ 運河 緑 蛍光 色 北部 北東部 ベネト州 観光都市,2,https://www.afpbb.com/articles/-/3465829,https://www.cnn.co.jp/world/35204436.html?ref=rss,,,,
2023-05-29 11:04:00,首都 ロシア 無人 機 攻撃 未明 ウクライナ キーウ 28 市長 モスクワ セルゲイ 軍 ドローン 大規模,2,https://www.afpbb.com/articles/-/3466069,https://www.cnn.co.jp/world/35204429.html?ref=rss,,,,
2023-05-29 11:04:00,ウクライナ 首都 ロシア 無人 機 攻撃 キーウ 28 軍 大統領 府 こと ドローン イラン 製 大規模 1人 死亡,2,https://www.afpbb.com/articles/-/3466155,https://www.cnn.co.jp/world/35204429.html?ref=rss,,,,
2023-05-29 11:04:00,ウクライナ 首都 キーウ ロシア 軍 攻撃 28 ドローン 無人 29 午前 ミサイル 機 大規模 1人,2,https://www.afpbb.com/articles/-/3465968,https://www.cnn.co.jp/world/35204429.html?ref=rss,,,,
2023-05-29 11:04:00,ウクライナ 首都 キーウ ロシア 軍 攻撃 28 ドローン 無人 29 午前 ミサイル 機 大規模 1人,2,https://www.afpbb.com/articles/-/3466034,https://www.cnn.co.jp/world/35204429.html?ref=rss,,,,
2023-05-29 10:27:35,ウクライナ 28 首都 キーウ ロシア 無人 機 うち 撃墜 59 飛来 58 軍 ドローン 大規模,2,https://www.afpbb.com/articles/-/3465806,https://www.cnn.co.jp/world/35204429.html?ref=rss,,,,
2023-05-29 09:00:00,経済 貿易 協力 江蘇 コスタ リコン 交換 会議 正常 シャルジャ 商工 会議所 産業 強化 ため,2,,,,,https://ddnews.gov.in/international/sharjah-chamber-commerce-and-industry-embarks-trade-mission-india-strengthen-economic,http://world.people.com.cn/n1/2023/0529/c1002-40001018.html
2023-05-28 22:18:03,中国 旅客機 商業 便 最初 自家製 乙女 完了 東方 航空 28 商用 飛 機,2,https://www.afpbb.com/articles/-/3466108,,,https://timesofindia.indiatimes.com/world/china/chinas-1st-home-grown-passenger-plane-completes-its-maiden-commercial-flight/articleshow/100575079.cms,,
2023-05-28 11:35:56,ロシア ウクライナ 首都 攻撃 侵略 以来 最大 ドローン 大統領 府 30 モスクワ 複数 無人,2,https://www.afpbb.com/articles/-/3466155,,,https://timesofindia.indiatimes.com/world/europe/russia-unleashes-largest-drone-attack-on-ukrainian-capital-since-invasion/articleshow/100566262.cms,,
2023-05-28 10:27:49,債務 上限 ため バイデン マッカーシー 原則 合意 取引 私たち デフォルト 回避 契約 何,2,,,,https://timesofindia.indiatimes.com/world/us/debt-ceiling-deal-whats-in-and-whats-out-of-the-agreement-to-avert-us-default/articleshow/100565134.cms,,http://world.people.com.cn/n1/2023/0529/c1002-40001075.html
2023-05-27 12:14:30,女子 アリーナ サバレンカ ベラルーシ 回戦 テニス 世界 ランキング 1 ウクライナ マルタ 2 全仏オープン 対戦 全仏 オープンテニス シングルス,2,https://www.afpbb.com/articles/-/3466380,https://www.cnn.co.jp/showbiz/35204434.html?ref=rss,,,,
2023-05-27 11:17:46,26 こと 発表 カナダ 出身 人気 歌手 難病 公表 英国 自転車 連盟 トランス ジェンダー 女子,2,https://www.afpbb.com/articles/-/3465678,https://www.cnn.co.jp/showbiz/35204410.html?ref=rss,,,,
2023-05-27 09:58:00,ブラジル ルラ 大統領 26 ロシア プーチン 電話 会談 開催 サンクトペテルブルク 国際 経済 フォーラム 招待 ルイス 際,2,https://www.afpbb.com/articles/-/3465681,https://www.cnn.co.jp/world/35204395.html?ref=rss,,,,
